title_ID,Unique_Students_Attempted,Avg_Time_Duration_Overall,Title_Pass_Rate_Group,Title_First_Attempt_Pass_Rate,Title_Avg_Attempts_to_Pass,knowledge_point,sub_knowledge,full_score,KP_Avg_Pass_Rate,KP_Avg_Attempts_to_Pass
Question_3MwAFlmNO8EKrpY5zjUd,1361,3.7765409536467853,0.884643644379133,0.20279206465833946,7.2425249169435215,t5V9e,t5V9e_e1k6cixp,2,0.8710923197080739,4.685204146079523
Question_3oPyUzDmQtcMfLpGZ0jW,1359,3.8233460687713654,0.847682119205298,0.21044885945548197,6.288194444444445,t5V9e,t5V9e_e1k6cixp,2,0.8710923197080739,4.685204146079523
Question_4nHcauCQ0Y6Pm8DgKlLo,1344,8.762077493816983,0.8571428571428571,0.3950892857142857,3.873263888888889,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_5fgqjSBwTPG7KUV3it6O,1351,69.40265866209262,0.843819393042191,0.20873427091043673,7.417543859649123,g7R2j,g7R2j_e0v1yls8,3,0.8378399111420164,4.7177456879004325
Question_62XbhBvJ8NUSnApgDL94,1333,5.101694915254237,0.8387096774193549,0.3428357089272318,3.5143112701252237,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_6RQj2gF3OeK5AmDvThUV,1327,4.743091095189355,0.8696307460437076,0.45214770158251694,3.0779896013864816,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_7NJzCXUPcvQF4Mkfh9Wr,1315,7.12827352085354,0.8714828897338402,0.4699619771863118,2.7931937172774868,m3D1v,m3D1v_v3d9is1x,3,0.8635707335186745,4.15810166043687
Question_Az73sM0rHfWVKuc4X2kL,1339,6.028304870335231,0.8618371919342793,0.3487677371172517,3.9133448873483534,y9W5d,y9W5d_p8g6dgtv,3,0.8592238513118172,4.652771353730785
Question_BW0ItEaymH3TkD6S15JF,1349,3.4168539325842695,0.8569310600444774,0.3046701260192735,4.602076124567474,r8S3g,r8S3g_n0m9rsw4,1,0.8631175441081417,7.351833893724199
Question_EhVPdmlB31M8WKGqL0wc,1338,7.403198781416603,0.8684603886397608,0.34902840059790735,4.09552495697074,y9W5d,y9W5d_e2j7p95s,3,0.8592238513118172,4.652771353730785
Question_Ej5mBw9rsOUKkFycGvz2,1337,5.288918424987539,0.87509349289454,0.3605086013462977,3.682051282051282,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_FNg8X9v5zcbB1tQrxHR3,1324,4.458767772511848,0.8700906344410876,0.40181268882175225,3.8177083333333335,b3C9s,b3C9s_j0v1yls8,4,0.8656746191973634,3.0747454054566123
Question_Jr4Wz5jLqmN01KUwHa7g,1343,17.726362038664323,0.8696947133283693,0.37379002233804914,3.606164383561644,m3D1v,m3D1v_t0v5ts9h,3,0.8635707335186745,4.15810166043687
Question_Mh4CZIsrEfxkP1wXtOYV,1322,3.951585623678647,0.8555219364599093,0.443267776096823,3.193633952254642,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_NixCn84GdK2tySa5rB1V,1289,5.557671081677705,0.8766485647788984,0.5298681148176881,2.4805309734513274,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_Ou3f2Wt9BqExm5DpN7Zk,1280,4.933174224343675,0.8796875,0.5359375,2.2397868561278864,y9W5d,y9W5d_p8g6dgtv,3,0.8592238513118172,4.652771353730785
Question_QRm48lXxzdP7Tn1WgNOf,1339,4.918948182521269,0.8469006721433906,0.3368185212845407,7.029982363315697,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_QRm48lXxzdP7Tn1WgNOf,1339,4.918948182521269,0.8469006721433906,0.3368185212845407,7.029982363315697,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_TmKaGvfNoXYq4FZ2JrBu,1347,9.710663308144417,0.8507795100222717,0.34446919079435784,3.93891797556719,m3D1v,m3D1v_r1d7fr3l,3,0.8635707335186745,4.15810166043687
Question_UXqN1F7G3Sbldz02vZne,1310,5.85781990521327,0.8595419847328244,0.4312977099236641,2.9511545293072823,y9W5d,y9W5d_c0w4mj5h,3,0.8592238513118172,4.652771353730785
Question_VgKw8PjY1FR6cm2QI9XW,1342,3.3032005447735786,0.8546944858420268,0.3554396423248882,3.6660854402789886,r8S3g,r8S3g_l0p5viby,1,0.8631175441081417,7.351833893724199
Question_X3wF8QlTyi4mZkDp9Kae,1315,4.234829686442589,0.8615969581749049,0.42585551330798477,2.8384819064430715,g7R2j,g7R2j_e0v1yls8,3,0.8378399111420164,4.7177456879004325
Question_YWXHr4G6Cl7bEm9iF2kQ,1322,5.043730329633924,0.8237518910741302,0.3577912254160363,4.069788797061524,g7R2j,g7R2j_j1g8gd3v,3,0.8378399111420164,4.7177456879004325
Question_ZTbD7mxr2OUp8Fz6iNjy,1272,3.6969897452861398,0.8985849056603774,0.5990566037735849,2.0813648293963256,m3D1v,m3D1v_v3d9is1x,3,0.8635707335186745,4.15810166043687
Question_bumGRTJ0c8p4v5D6eHZa,1314,5.4978354978354975,0.860730593607306,0.4452054794520548,2.971706454465075,b3C9s,b3C9s_l4z6od7y,3,0.8656746191973634,3.0747454054566123
